textID,text
5660901cdc,_is_one84 Those suck so bad.
4da2c62c50,will miss jay leno ..
dd62e0b336,My stomach hurts so bad
6dd9753e9a, was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled
1fd6118e78,i`m worried because something bad happened today and i don`t know what`s gonna happen next.
e3b2567be6,Not feeling very well.
39ea7a78b0,Bad Day. History Test Tommorrow. And I want to go out in the sun and play..
15f77d2bff,It`s a sad day when Christian Lacroix has to file for bankruptcy
2c9631e79c,"Got my tattoo fixed today, and it didn`t hurt to much, thank god  Can`t wait to get the next one. $$$."
e487233140, aaawww  no worries fresh start to work on growing it out again
135118b833,All my loved ones are leaving on Sunday..... sad
5134227c2e, awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves it JUST as much as u do!
8eb3f2208d,my head feels sooooooooooo much better
f6e1c13d98,"Feeling so rough today, just want a cuddle and some sleep"
d104c6233a, TINK! (whatever the **** it means!!) from your JKUK girls! Show us some love! ;)  ****
3b3789207f,"I think Tania is too cute, too nice  I love her! <3"
0eccc63901, Sorry to hear that man  He is were the **** cant reach him now. My heart goes out to you and your family.
4497e55f09,Horrible thought... I have to go back to work on Monday   Good thought... I only work for 90 minutes   Life is good.
58cbdac642,Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today
e69e6463fe, Yeah it`s a really fascinating paper isn`****? Credit goes to  for the discovery
31a90a1a55, lady thinks shes watching scrubs... delusional.  shes bailing on our plans
a757e7758d,is a failure
47a19eb930,"OK, home made pizza tonight, but horrors, I`ve run out of anchovies"
b0a717af8c, oooh im sorry to late i smashed it
00acc735cd, Yeah. Me too. Will lookout on your tweets too. Happy Tweeting
7f2caf1d49,"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that`ll never go away..."
e00c6ef376,"the free fillin` app on my ipod is fun, im addicted"
7ce085e1ef,Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!
5678f1f769, one of my favorite quotes ever
b7e1050ac3,time for bed.....got some learning to do tomorrow with an early start  night night good people ****
348ff19d0d,Happy morning to everyone!
c6d075778d, yeah! Love my Hawaiian outfit. We reused that for rugby 7 this year with 
6ea3693282,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work
d02b8c6fe5," although, there is drama, move forward, smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring"
d7e3911c41,is bored. my BFF doesn`t want to hang out
6ab361c12d,Its finally nice out... An hour before we leave
d2435b327f,Today is not going to be relaxing like I hoped.
b880cb3f97,"UGGG my computer is running SOOO SLOW today, it`s driving me batty! Guess its time to remove files and defrag AGAIN UGG want a MAC"
fafc49c50d," There will be NO vidoe evidence!  I can`t wait, though. Now I just need 2 find a regular partner if I end up loving it!"
3f94e09817, you are a slow answerer!
a8a388618c,Rain rain go away
9f9f89fc88,"dont know why so tired today  bye, time for beddy"
516f652e1f,My chick wont shut up  Will only stop chirping if i sit with the bloody thing.
647fce402f,Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.
68371960cc, baby I`m in maryland I`m NOT gonna make it  BUT I will see ur sexy **** next sat in camden VIP....come early n hang!!!!!
d2338d3081," I created a monster! bwahaha! oh, and I got your baby home safe and sound."
1e0cf9b37e,Im not friends with anyone anymore
bd9928c003," my mac`s hard drive crashed then i brought it to powermac, they couldn`t recover the files  no back up ("
990aa269e2,"_Morris Congratulations! what a milestone for you and your girls! I`m almost at five months, just for one though  You rock!"
b5d5c6caef,_G  ur a poopy head
73fa7068a2," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe"
ff74536eed, Whats up today..? missed the #coffeeclub that day
886e67eee9,It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take `em? #R2IMT
4d50cb6a38,"sooooo, i just dropped my phone.  don`t text or tweet me, i`m currently banging my face against a spike covered poison ivy infested wall."
81ad19d8bf,lmfaoooo i **** love this showwwww
543ff66eeb,OMGoodness back to school soon FUN!
7543436cad,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!"
1f80ba76e2, haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot
5613609463," Yes, they clearly relished acting together, sparking off each other`s performance. And milking all the laughs!"
de3ca8af2a,i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation
51dff892b3," Hee Hee! I only holiday in the gutter, try to get there once a week at least! Welcome! lol  ****"
a992c7dd78,OMG. Today felt like the last day of school! it`s horrible!
88dfba044d," hey perez! good luck! well, i`m still planning for a big present to be given for my mom! i love you mom!"
60921093ba,"loves summer! and don`t forget people, tomorrow is mother`s day!"
feeddf023d, I am blessed beyond measure
9022cda7ad,Dang I just realized how bad my eyes have gotten
0b5d29b8e4, it`s cloudy and damp over here too. i hope it doesnt rain for tonite`s track meet  i`d hate to do interviews in the rain
b00a8dae14, i feel that!! esp when you know u aint done the wrong  <3 U!
0631d01200,is tanning with emily! too bad its prob gonna rain
1be3837ac6,"_98 ****, that`s my favorite part...lol...ok, i`ll just keep in stock alot then"
54e5378799," haha, yeah i meant mall! -winks back-"
580ca45049, awww! thats sweet TTT!  Im sure she will love it! your a good son!
7cce315c62, lets hope retirment is not cancelled for any reason
55c8eb75d1,ok.  i got my nails done to day an the are sweet.
ae8270ae93, good song
93210f6f4f, he totally got you! ;) i think it`s awesome.
207ef88c8d,These girls make me giggle  twinz twinz! Godda hit up the bbq in a few
bfddf4f6a2," ... rather than outdated & bigoted at worst, and outdated, patronising, imperialist, monoculturalist & self-righteous at best."
48ae485176, im stuck 2  this when my la love turns in2 road rage lol
60dc974997,this sucks schools over and there is nothing to do
e7567d973d, finally -- someone recognizes my genius
1a1c392802,cooking with my dad  having lots of fun in the kitchen together
9afdbae4f5, Maaan if I was in pain I`d come. I wanna come  eat some 4 me lol *rolls eyes*
0ce2ead3ec,im sad about missing out on the opportunity to be in valencia`s new video.
77cd07804f,gooodmorning people of earth!
fa8f9de34e, aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me
a53c94f0a9, nooo!! not too busy for you! EVER! SRSLY!  you are my pal! I`m not yet familiar with iphone twitter
937bd4015b,"_pickle lol, thank you very much Hope you`re having a great day!"
378bf58fa3,I just had a lovely lunch of curried rice and mussels with baby octopus - yum
dddef5ad8b,Trying to find a foreign place in a foreign town  i have being lost
4477151b67,Chillin` following some cool people!
6360c905dd,Thank you all for the huge response w/ blessings & congratulations for us and Anna... We`re indeed a family in church  love that so much
2e205ce846,http://goingtorain.com/ - about as precise as any other weather report
3686cff7dd,Lil cuz coming round today she 5  aww  haha
5684446e7b, my heart sings
0d37fdad55,"nervous about going out tomorrow, cos its the first time since my daughter was born, she`s 2!!! HELP"
2244ab7b83,i miss the one who would do anything to spend 5 min with me... the one who used to say just tell me when and where
9eb6f2fd8e,I have started to fear weekends since joining German classes
001d96a451,Graduating from high school tonight  im kind of sad..
a834cef9c6,1st presentation for senior boards? FML
c0f01cf3b4, idiot family and how I have been feeling just don`t mix amongst other stuff
9da0cbe18e," Thanks for follow. Was just adding you from your twitter page, after commenting your blog"
a52203dd88,"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)"
a73917f80c,you know you love your mom when you stay up this late just to wrap her gifts (which look glorious) & hand-make a card.. happy mothers day
653eaec42c, my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they **** up my order.
737f72d863,sore from ultimate... trying to figure out how to pay for school next semester...
d3b5fe56b8, Sounds pretty cool. Great job man!
af7b55a3da,phones about to die  ttfn!
3b038ed040,now the pic wont load up on twitter
f7428284f1,being surrounded by student houses having barbecues and playing **** music is hardly conducive to a good job-applying frame of mind
70791caf15,"In pain,, poor me, I HATE THE SUN"
a85eb567d6,"checked out Green Day on demand & saw the new live videos. U were right, they did blow my mind  I love u SGB, even more all the time, Mom"
6ee09594c3,thanks kate too.  *kisses* Xoxo.
6c86c96dbe,I`m missing one of my diamond earrings. This makes me sad.
f54e05ae8a,Working working and working at www.redirlanda.es. Many hours spent but it worth!! Letï¿½s make Red Irlanda big
14657acc93,"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP"
a9b2f78037,I had a great time at the surprise party! We got him good!
2a7f29502f, Florida should be nice.
cea7a4580c,"One load of washing put away, and another load on. Amazing how the house doesn`t look any better for all my efforts"
e5160216a5,ohh my tooth is hurts ohh  im sad it very hurts
fdf5222cca,Which would be a lot easier to get if plane tickets to AZ didnt raise $80 in price
984c53d87d," You`re welcome, of course!"
8a24c189a8,Is leaving Utah today  Super Sad Face
f1c89641bc,Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.
cf7c83ee2a,Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1
461402680c, mmm but nothing i can do. lucky ive got great friends like u to cheer me up
1cf3ac7b6a," No prob, skittles we always gonna have yall`s backs. The true sweeties dont play.. LOL But yea we just got heated. We sry"
5bf9b58591," carls jr sounds hella good, you should bring me some  http://myloc.me/G3o"
73fe144824,super excited
7c84a517b3, Thanks  Will Do
99b69572a8,im cold  i still cant find my hoodie
1010d4841d, shopping is therapuetic and i`m all about bettering myself... i need financing for my therapy however
377583a787, Thanks for the song! Youï¿½re awesome.  I can sing along all day!
d4622847ce,Mmm wasabi coated peanuts! Burns so good
61baeaf93b,@_enzo blech... thats a fail when you`re receiving dollars. I quoted a job in USD last month. i`m getting paid now = major losses
e16a1e4c21," Thanks! I have a Teflon liver (Being Scottish, I was raised on whisky)"
5affab3088,"stomach cramps; sat in bed with a hot water bottle having some hot milk & toast, i feel like a wi girl again :`) minus the stomach cramps"
98059dcc12,". No sun  but I can see the ocean now..I almost ran over a squirrel driving home from the store, was so foggy! Where r you?"
1bdfba8e57,Done! Finally.. Yay.. Now I can relax for.. Well one day ;D haha..
07726716b7,Bit devastated that I lost my entire documents folder on my home computer.
d32958f921,SCHOOL IS FINALLY OVER NO MORE TEST OR WORK YES!!!!!!! But im gunna miss alot of ppl
f57e9df1f3, tell him ill beat him up if he doesnt share
6766de6a5f, congratulations! woootwoooo!   great game!  nakaka-hyper kayo!
da68fc0719," dude, I can safely say I was blown away when I heard Attics. I`ll make sure I pass it on as much as I can!"
a1f34c6c29, yeah bit it is overheating a bit and the AC died.
4b2cd342bd, Aww!  That`s so sweet!  So glad she`s home with you now. Happy mother`s day to you
78099bff95,"And, I`m accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA.  saving for a house. crazy!"
55d5d14082, thanks for the link love yesterday by the way
15046b539e, http://twitpic.com/67gwh - bwahahahahahahaha nice!  I want a doggy
8b31247f45, finally a pic! cya in like 16 hrs haha
69b6e96b7e,Ugh sittin at work waiting for the carpets to be cleaned.  I was suppose to be out by 7
2836b09949,"a reply from  would  make my life, he replies usually to the people who call him ****, then he tells them he willblok them"
3f1c5a9494,http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.
9fe798ecfe,is not liking the online livebox right now. Internet is dead.
de135940fc, that was an amazing concert!!! got some really good video and pictures
951a802069,At hospital.. Uncle is in surgury after heart attack
45d0e20f00,ummm. no it didnt work so i guess im stuck with this uglyonee
0cab7fa52e,"Star Trek was GREAT yet minor details needed to be worked out, but I give it a Thumbs Up, regardless!"
5b34fdd255,Happy Mother`s Day! Justin Timberlake`s version a mother`s day gift.. http://bit.ly/6fGxd  -- too funny!!!
75c075a015,Back from a wonderful vacation. Had perfect weather and now back to the rainy `burgh and reality.
365039fc9b,HAPPY MOTHER DAY TO ALL THE MOTHER`S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...
e0344c471a,"he switches off his cellphone!! huaaaaa, i cant sleep  buzz me bebe.."
b720c14b5b," thanks clair, I haven`t watched it yet."
0b8ab05c38,i think the vog is making me sicker than i think. feeling slightly achy
14a7689905,Happy mother`s day !!!!
604bf94e0b,Nailing some webconcepting *in the zone*. I should be awarded..
ac4ecae705,Laying in the bed boreddddd looking through old cookbooks for new recipes
bf7473b12d, haha better drunken tweeting you mean?
5e4f7f4311," oh yes, i ave never orderd from there, a lil funny at first to do so, i will check it our ta"
81b4b53de4,and this stupid wireless wont work downstairs
eb1b945fa0,_OTTAWA have fun!
7caac2808c,Happy Star Wars Day!!!
67925851a7, yay i found u!! i had a great time tonight!
8f5d269520,Score two days I get more food stamps good cause i want a safeway pizza
2729e1f320,"I miss my Nipissing pitas  Good thing we`ve got a Euphoria in Barrie, `cause I would never survive summer without my pitas AND smoothies!!"
041ab65625,Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can`t drag. 12  seconds over.
5a5b832481, lucky! I still want those blue ones
0cbb3a6d26,Its summer and no one has texted/called me. Im a loner
b2fa4959e7,http://bit.ly/LaZEL  Wow Christian Lacroix bankrupt.. sad
e5871162f6,Ah! Just remembered some (hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence
e9f9565ec3,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?"
0e42574a27, Aw how come ur up so early? love ur youtube vids btw
8c06e11a4d,Head hurts bad
9d3a1e0269,really hopes her car`s illness is not terminal...
5c326d72a3,Not feeling too good
f19fcbaa3b,thanks to  for becoming a follower
cfc0dd0401,oh that was good cake
842c0b6812,"_Henrie hey david, you`re hot"
bfc6b161de,is feeling very sick
3e6cc1a2d8,Back from LAAANDAN.  Miss it already   check out my new giant purple bow and gold wing necklace. I <3 TD http://tinyurl.com/m5y2mw
55f7247651,"Is taking a moment to reflect...I want my annonymity back,FB!!!!  Is it safe to say anything about someone else to another friend again?"
8d9d23964e,http://twitpic.com/4w3he The pretty flowers john mains brought the ladies 2nite!
0c5e8471ba,"_04071991 haaa awesome! i remember my brother got given woody, and i got upset cause i got buzz  but then i got both of them lmfao"
3ce92de734,I don`t like waiting
0c5f97e393,Sweat is just not cute.  Unfortunately I haven`t figured out how to work out without sweating. BOO.
ebc61dfde4,never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers)
cadea57303, Hell unlucky! :O and and it comes out next week here.
204aeabe52," Whoo hoo Chuck! Although it is gloomy out, today is a much better day!"
8b1891bdfe, Happy Mother`s Day ~ Did you watch SNL?  If not U missed a hoot with Jimmy Fallon
7071c63072,I hate my arrival in the employee parking lot!
a46571fe12, congrats!
ecf5fb5b51,  How come everyone seems to make so much more money than me.
502880ec8b,this darn cold just keeps getting worse  i bought some hayfever pills just to try out maybe i`ve had that all along
0aa4bb0f1f," I Love This Song lol, You`re amazing Steph , xoxo"
46c2527acd,I hate this bit
151ab729cc, you suck majorly  i`m swamped...so why am I on twitter...I don`t know...but still  a golf tournament?
b30819d21a," Cheers John, thanks for following me. Look forward to your twitterings too. Think this`ll be a good place for my rants  ****"
a47cdbde76,going to work soon and so excited!  ugh id rather pluck my fingernails off
3c454386f3,Honestly at home alone
6244b49e8e,lost some $ at work....nt happy right now    --SLOANSTER--
16fab9f95b,I really really like the song Love Story by Taylor Swift
eea9b197b8,at home and sore knee
c126f1966a,"I need a restful weekend, but I will have to work instead"
8b0bd92f6f,HAPPY MOTHER`S DAY !!
c5162c4900, thank you for the re-tweet
829e2b094d,It`s pissing me off and not letting me follow ericka
4a9f28d722," I saw slater on some MTV show, So you think you wanna dance with slater or some **** like that. Where`s Kelly Kapowski"
0fe4317e14," I saw them at a show a few weeks ago.  Hate to say I was not all that impressed    fun. and AS were good, though."
075ff1e326,Yay my friend Glen is here. Now i`m like this
c521d2ac75, That just means you were not trying hard enought
d7557e3f2a,"Prayin for dad  in Wellington, FL http://loopt.us/F8_Jqg.t (via ).  I too live in welly. May i pray f.. http://bit.ly/lB9SN"
4ffe417848, good day sir. I`m hungry!
c6ca216383, not helping!
a128fba637,"ftsk (L) haven`t listened to them in a while. so **** pissed off my with so called `friends`, can`t wait to leave this **** school"
12a0841cb4, Thanks G! My actual birthday is on Tuesday and I will be 24.
8880c0e766,is up with a nasty cough i cant be sick i have a huge weekend ahead of me
cae4719603,Finally sunny days and I`m too sick to go outside and play.
520886a896,I have a headache. Also we are dealing with a lice outbreak. My lovely hair has been affected.
0cf9858660,I am sitting at work watching the clock.  It isn`t moving fast enough.
7e5b8f0e67, hi thanks for following me. u doing much? been a long time since i last chatted to u
6d9eb208b0, go and see my puppy! I don`t want to be there alone
a2cf6cc397," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!"
ce7f8a5210,Spent some time with the Guild Wars 4th birthday update. Menagerie is a welcome new feature... For Rangers anyway.
1ddb250d8d, are you still angry with me?
62f9810c8c,Blue Oyster Cult - I Love The Night *that`s when all my friends are around*  ? http://blip.fm/~5jd4b
e910a0e1c3, omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins
1f1c138217,is feeling rather lonely and broke...oh wait...I am lonely and broke.
e8ea30cd58,"OK crowdsourcing failed,"
608497a8e5, thank you.
b06bdfd712,"Oh yeah, Radio1 is SO playing Earth, Wind and Fire"
f51ddbbe1d,Freakin` HAWT guys at this restaurant...where I`m eating dinner with my father
1015ee00a3," awww  no problem , sorry for tha loss"
9fe28061a7," ik, i feel sooo bad for them"
b979e7ab77,Morning everyone! Hope you have a great Sunday!!
9bb4e873fb,",,,checked del`s new blogsite!!! YAHOO!!! im just excited to what it will bring  go del!"
a891fa0eea, thanks lady.... bummer for sure.
7f3951027f, cool. my **** itch. got sunburned at the volcano
939cda4728,Wishing everyone a Happy Mother`s Day.  xoxo
093021fd94,i hope it doesnt rain tonight tomorrow my fam. comes to visit swimming pool and carne asada  if it rains the pool is going to be dirty
3c83e93753," it`s like triple what i`ve got, so it`s a lot to me as well. Well done"
1f135109a0,hopefully today will work in our favor
9a0c9c8338,Looks like no diamond ball for me
727f90beb2," I`m sorry, that stinks."
b418473f46, LOLOL.. i think it`s funny that about 190 people think you`re lieing about being 'the REAL john barrowman'
8fdb246b51,_longman yes i am.  but she didn`t follow me
53d39f2caa, I am so sorry!!  That really sucks
04068059fa,: aww im sorry honey.  that stinks
149c071f4c, cant **** wait mate!!! it is goin to fantastic. its made my week
a7ab603a60," I`ve had that 'problem' too, being charmed fast, I mean. I`ll cross my fingers for you"
aac3aeff5b, Yeah! I want it too. I love that 'Falling Slowly' song. It keeps playing in my head.
6b13a4751a,you always seem to know exactly the right thing to say. thanks.  - http://ilikeucoz.com/m/1123 #youregreat
628c7ef2bc,I WISH I LITERALLY COULD **** JUST ABOUT EVERY **** IN THE WORLD...IMA NYMPH
ea48e71d7c,The morning forcast on the radio was partly to mostly cloudy -yay vog-  stay inside and have a HAPPY FRIDAY
e25c2232d7,And I want you to shut the **** up.... I really hate living with my step dad. =-\ I can`t wait to move out...
97e05cba20, - that is awesome.
b35a729115," did some research, but couldn`t find the specific thing which i wanna do with this drive`s autorun"
092f427bd9, hardly :/ some of my furniture is being shipped from who knows where and is backordered  I may cancel and shop local.
d909405790,not in the mood
d5f9adc8e1,just found out i wont know my uni results for this year until 17th july at the earliest!!!! hate the wait
6b46c4b331,died again in KP  .. gonna upgrade some of my spells now first before heading back there... #eq2
7304f0e3e5,this hot day is making me tired
1d46f0705c,"has had a wonderful day with some gorgeous girls, followed by dinner and drinks with the Swedes"
62fd432da8," ITS A BANK HOLIDAY STUPID!! wait, they don`t have bank holidays in America... Okay keep on celebreting"
cf888f0df3,I`m taking a twitter break. Cell is dying
1a3ea78c2b, I love Broughty Ferry
85b9463123,Having a boo-hoo day. Things just suck today
b15c4f6298, He`s totally ignoring me!! How sad!  I am heartbroken
f4bf96bdd1,"I`m kicking it (though feeling a little sick): alternating talking to friends, gaming, watching the playoffs, and writing an application."
1d50edc9d2,"Happy Mother`s day! Going to cook something, thank goodness there`s tablespotting"
8038f0209a,"Holy **** it`s super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park"
ec878d0f62,Just picked up my copies of the printed brochures I did for the BWRC. So excited
94cf691b59, a walk in the clouds; sweet november; lake house.
b5167d5a96,Feels like im going to cough up a lung
80e0e88058, Great !!! Your book looks fantastic ? I want it
404532b288," Apple`s ads aside, I`d rather have recommendations from real people who have real experience with the iPhone apps I seek."
d23a55585b,UGH! I have GOT TO STOP biting my nails  grrrrr
2bd6726389,HAPPY MOTHER`S DAY TO ALL OUR MOMS!
3d2fcd78c8,Happy Star Wars day everyone! and Enjoy the holiday (UK)
d16961f875,_Rose *hugs* thanks. I don`t know how I`m going to fix this if I`m ever going to get my account back.
2a5456b183, Oh I beg of you to add just a 3rd nite in Dublin in October... PLEEEEEEEASSSEEEEEEE
230f661db4,"bummer, my phone gets disconnected. on the weekend of my birthday. darn </3"
196972d483,"'Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn`t gone by so fast'  So true I already miss this year"
258c3b7c48, may the 4th be with you
b3811aeb55,@_juliamarie people just don`t appreciate nature. it`s sad. did the lil dude survive?
2d710a2cca,"It seems my grandmother has found a way to break a pipe in her house, going to go there now and fix it, she is such a blur woman"
c2d42f4262, glad to hear that    Do you have a busy day today?
c179a2d3ba, http://twitpic.com/4w483 you guys look so nice
3f711095eb,"June is going to be a long, lonely month."
f3117413cc, i agree with you!
6bafcadb49,would like to go back to bed. horrible headache pounding behind my eyes and all over my skull
cbfddfa340,Having a great chat with a friend. He`s totally putting my mind at ease
290bc5b3d8,"too tired, i canï¿½t stay awake..but i must finish work for sunday"
04e52d731e, my phone died
df8d4f969a,Thinking about opening MacMaze sources as I don`t have time to work on it anymore
2c50ad662b, but i love adriana
4ac5fe22f7, you say the nicest things.
148d23c6b4,gahh!! i`m so tired right now.
e9926acd9d, call me later so i can tell you all about the weekend. Easier over phone.
248d492262, anyday! I hate living here!
279fdea22c,"Hi, i was just getting up now so i tought i could write something. Today i`m gonna go shopping! Soo fun, isn`****?"
465037cb81,Test discovery just missed being in Py3.1
6635f4080d, i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she`s disappointed in me.
bf3001dd7a," thks 4 the follow, and  tweets, i returned the love"
f3b0e2db98,"Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!"
dfa45c9333,Omigoodness I feel like a popsicle
404e86f215,(cont) when  told him that I love beans on toast. SO CUTE!
cb1d7838a2,i wanna good breakfast with   school is wiggity whack!
0c797b1afc,not looking forward to dress shopping tomorrow. so afraid there`s no way i`ll be able to get what i want
994e152e33, awww I love me some charlies  we are enjoying some lucky food LOL
5442b34553,"four shots of novacaine in my mouth  my right cheek is totally numb, booo."
06b613e3c6, so sad u cancelled silverstone show  better see u in sandown park!
b505cb37c9,"So, I picked up Chris Botti`s~Live in Boston CD, listening while driving home tonight under the moon. Didn`t want it to end."
2903032d89,"i cant sleep, i dont deserve this .... N you know it"
46104a21de,has on music at work today its so painful
a396c8b61a,"is almost done with the third/chapter cover page, yay"
d8f5c9de97, nick`s voice still makes me wanna kill things
6dbc4aeaf0,and this terrible cartoon that`s supposed to be mexican.
3062b1ad6a," lol, sounds fun"
7444ba7c25,taylor swift`s 'you belong with me' is so amazing. love the mv!
c601e8c2d3, That sucks man  I hope you have a problem-free weekend.
ced528f7dc, http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.
04011be2a2,Vote for Board of the Month May 2009 (licensed members only) http://tinyurl.com/c8uj28 Good luck everybody
8c932ad57c, really? Awesome!
c15ed385e2,: I`ve got a fairly flat route available... the problem is I no longer have a fully functional bike to ride
3f06fb9a12,I wish I could see dramafest SO BAD.
85de46096a, Stress-free is the way to be
1584913060,Sad that everyone is leaving me.
b2423564f7, AWW thanks hopefully it is
2416dbd0dd, Thank you! And I don`t care for the look on his face.
d2d55db5e0,im ill hate it. seeing the doc at 5 too 10.
57f0d8fad5,"aku kbangun gara2 mimpi , very bad dream"
bc931b2e59," thanks  let me know which print from my gallery you would like, and we can work the details out"
4915c34def, : heheï¿½I bet you have never looked back!  3 weeks is a long school trip!
417176c08e,who watched X-men origins: wolverine? i totally loved it! haha
d214361a69, i promised myself i would spread the cards around India...and I only gave someone a deck & then never gave them out
51678dc9c3,Is heading to work n its freezing!
013043510c,is drinking. Yay!
4a39481a50,Photovia secondstar05) i dreamt i was doing spells from harry potter yesterday night lol  i loved it. http://tumblr.com/xyt1qynya
5c85bcc748,its probable bed time. hugs and kisses  <33
9736b31d4c, lmao yeaa iight n u shuld put tha c.b flick up w. **** on ur head .. juss a joke
8fc93f5936,"Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit, but I have to work till 2am  I`m go... http://znl.me/OSWGH"
c9f9a8dbf5,: thx for the follow!
e9e535e13b,Wonders why its so hard for me to concentrate...
2a8f304f11, don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!
3aa4d5166a," Dreams give rise to reality. When they said I wouldn`t   walk, my dream was to fly! Dream, Believe, Achieve!"
9a4c648a20,thanks steph...must keep me updated when it`s ur turn
68c12c8b88,Omg amazing twist! This is a crazy awesome movie
1745e1f22d, 'I SAAAAAAID!!' Haha. It kinda makes me sad though.  http://bit.ly/uJUA3
ec9796fa7a,"Gmorning   ooh giirll, Mondays"
0cd7f0143e," It`s on today`s menu, don`t worry"
5ff21f0b2a,Just watched Star Trek. A+! That was so well done. I think I`m down to see it again. Who wants to join me?
64452bd15d,I got dropped froma coupla ppl that were following me  **** Detroit Fans!!!
192fc7cdbc,  i`ve seen inkheart- i liked it too
14300fc275, I MISS U CEDDY
b9ab51bfb9,ugh. i just want things to go back to normal. i miss my best friend
8c83dbd5f2,dangit. LSU w/ a 7-spot in B7 now leads Southern 8-2.  Was intentionally not mentioning anything and it got jinxed anyhow.
5328c72bfd, OMG I`M SOO EXCITED! i`ve been waiting for it ever since i saw the 5th one at midnight the night before!
8fd8dfd4b9,is feeling the effects of spring. My sinuses are killing me
c465c43cfe,so **** tired. didn`t get home till 5:30. work at bjs at 12:15
766e880a75,http://twitpic.com/66vdn - I miss my babyyy
e631f10186,boring. i wanna go for taekwando
f6370ad335," I did my best, it is Sunday after all"
a9bd9a71f1,Missed the hello kitty  not enough time oh well
87becec1d5, Hope you mom is okay
eb6534ae87, oh! i love that as well!! all of MCR songs are great!  and happy star wars day to yaa xD
dc08cdbdad,officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z
c711990e8e, Woo! Twitter kind of sucked without you.
f5d11320aa," I miss you too, Mojokins! I go there, but not long enough to comment  Will do more this weekend!"
b99c8bd430,Dangit...cuz of this weather the house painting is going to be dragged out till next week.
f72f035c15,Just ate way to many chocolate animal crackers
d80f9d077e,"****, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad..."
b1ba94276e,"Do you know what? I have a good little life, and I love it."
7132016da2, I`m absolutely jealous as hell of Brenda
5bfac56ef2,Ugh! Plane delayed due to weather!  Stuck with another hour to kill.  http://twitpic.com/67xs0
14d90ccad1,So treat your Mom`s like Queen`s cuz they are
74e865179b,Does not feel good at all today
bda2ce839a,_  it`s on again right now!! aah I love demi lovato
229c6d70b3, I can honestly say that thematic had a big part in my blogging enthusiam ~ I love being able to do what I want
49d301ec0d, You don`t want to leave because secretly you know Australia is twenty times better than America!
f761f6948a,So bored  waiting for class to start. Sigh midterms next week >_<
467593cbb0,"riding daddy`s bike (yes a man`s bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA"
5d42a333b4,"the $60,000 i spent going to college was well spent.  I`m going to meet a man tomorrow in the Toys`R`Us parking lot for a cleaning job."
46a6a79fa7,work suckd.. another closing nite with 30 dollars pockeded..  i need a new job
8224b45279,NCP no longer has job placement
